affair_type,date,file_urls,files,identifier,path,politican,session,title
,04.12.2014,https://www.ow.ch/dl.php/de/ax-5566d979a7678/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5566d979a7678/Antwort_des_Regierungsrats.pdf', 'path': 'full/7b910f546f9ef2d740f2edb721cdbe3b5c9afff3.pdf', 'checksum': 'ae782cdc2e8fa66dbb216458742ad4b0', 'status': 'downloaded'}]",53.14.01,affairs/ow/53.14.0104.12.2014_Antwort_des_Regierungsrats.pdf,Max Rötheli,12.03.2015 - Kantonsratssitzung,Postulat betreffend angepasste Bedingungen für junge Pflegebedürftige
,04.12.2014,https://www.ow.ch/dl.php/de/ax-5566d97e2425f/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5566d97e2425f/Antwort_des_Regierungsrats.pdf', 'path': 'full/f291b878738cef52f43940b5d4f155e2be8a9008.pdf', 'checksum': 'f3c78dbaae3b69b32cf06e7daea2fcc5', 'status': 'downloaded'}]",52.14.06,affairs/ow/52.14.0604.12.2014_Antwort_des_Regierungsrats.pdf,Peter Wälti,12.03.2015 - Kantonsratssitzung,Motion betreffend Reglement zum Schutz- und Nutzungsplan der nationalen Auen Steinibach Giswil / Sarnen und Auen Laui Giswil
,29.01.2015,https://www.ow.ch/dl.php/de/ax-5566d97a9e20a/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5566d97a9e20a/Antwort_des_Regierungsrats.pdf', 'path': 'full/e51e4cd8eceae56475991bb87b5aa89cc9aaa060.pdf', 'checksum': '0881788d814e2f9c717986276fa29880', 'status': 'downloaded'}]",54.15.01,affairs/ow/54.15.0129.01.2015_Antwort_des_Regierungsrats.pdf,Monika Rüegger,12.03.2015 - Kantonsratssitzung,Interpellation betreffend Beibehaltung Ferienregelung Engelberg
,12.03.2015,https://www.ow.ch/dl.php/de/ax-562a057358559/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-562a057358559/Antwort_des_Regierungsrats.pdf', 'path': 'full/574261790ad1824c8069898f5d41ad809753af70.pdf', 'checksum': 'bfbce3b1be972e0dfcf82674456acd0d', 'status': 'downloaded'}]",54.15.02,affairs/ow/54.15.0212.03.2015_Antwort_des_Regierungsrats.pdf,,23.04.2015 - Kantonsratssitzung,Interpellation betreffend Ersatz Wärmeverbund Sarnen
,23.04.2015,https://www.ow.ch/dl.php/de/ax-53f59af35aa8e/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53f59af35aa8e/Antwort_des_Regierungsrats.pdf', 'path': 'full/c5730ac709d7113fe051d6e4f88d4e3b7f169b9a.pdf', 'checksum': '92fc2f482b53e1509bf6f8a0206f5b23', 'status': 'downloaded'}]",32.14.20,affairs/ow/32.14.2023.04.2015_Antwort_des_Regierungsrats.pdf,,20.03.2014 - Kantonsratssitzung,Postulat betreffend Wirkung des innerkantonalen Finanzausgleichs
,23.04.2015,https://www.ow.ch/dl.php/de/ax-562a0578d5814/Antwort_des_Regierugnsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-562a0578d5814/Antwort_des_Regierugnsrats.pdf', 'path': 'full/35900753df3d74eb7ab4465a7dd0248791f99788.pdf', 'checksum': 'aa2d424da6f29adba5a9e3a62a3f6bdd', 'status': 'downloaded'}]",54.15.03,affairs/ow/54.15.0323.04.2015_Antwort_des_Regierugnsrats.pdf,Markus Ettlin,19.06.2015 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2015/2016),Interpellation betreffend neue Regionalpolitik (NRP) Förderperiode 2016 - 2019
,27.05.2015,https://www.ow.ch/dl.php/de/ax-56653cd9b2f71/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56653cd9b2f71/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/bb0a9bc01b770991285b55dbd3ffa7055c8ef858.pdf', 'checksum': '903605537369fb62eef34bb8ce57475c', 'status': 'downloaded'}]",52.15.04,affairs/ow/52.15.0427.05.2015_Beantwortung_des_Regierungsrats.pdf,Walter Küchler,03.09.2015 - Kantonsratssitzung,Motion betreffend Änderung der Gastgewerbeverordnung Art. 1 und Art. 9
,27.05.2015,https://www.ow.ch/dl.php/de/ax-56653cd35e97f/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56653cd35e97f/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/8b80f3c4167651b236ae81370be7957678c2febf.pdf', 'checksum': '5cbb8e7c9ac086d3e68bc34273d702e8', 'status': 'downloaded'}]",54.15.06,affairs/ow/54.15.0627.05.2015_Beantwortung_des_Regierungsrats.pdf,Hubert Schumacher,03.09.2015 - Kantonsratssitzung,"Interpellation betreffend Ausreisezentrum für Asylbewerber im Truppenlager Langis-Glaubenberg, Sarnen"
,27.05.2015,https://www.ow.ch/dl.php/de/ax-56653ce968102/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56653ce968102/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/f8067a9fd731f860de4ed828b1cb84eb64f88b83.pdf', 'checksum': '46b666320490fa7dde5a892cbdc5789b', 'status': 'downloaded'}]",54.15.04,affairs/ow/54.15.0427.05.2015_Beantwortung_des_Regierungsrats.pdf,Marcel Jöri-Wallimann,03.09.2015 - Kantonsratssitzung,"Interpellation betreffend Auswirkungen der Aufhebung des Euro-Mindestkurses durch die CH-Nationalbank auf Obwaldens Wirtschaft, den Tourismus und die Landwirtschaft"
,27.05.2015,https://www.ow.ch/dl.php/de/ax-56653cd084aa9/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56653cd084aa9/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/7b6fb3da91c4153c8354f026df8a3aa9a4f14fb8.pdf', 'checksum': '7bb7f00a967ec61f4065301f0f538280', 'status': 'downloaded'}]",54.15.05,affairs/ow/54.15.0527.05.2015_Beantwortung_des_Regierungsrats.pdf,Hubert Schumacher,03.09.2015 - Kantonsratssitzung,Interpellation betreffend Haltestellenkonzept für den öffentlichen Verkehr (öV) im Kanton Obwalden
,28.05.2015,https://www.ow.ch/dl.php/de/ax-58d9fbbe1f7ab/Anfrage_Wahlverfahren_Kantonsrat.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbbe1f7ab/Anfrage_Wahlverfahren_Kantonsrat.pdf', 'path': 'full/9ada3e0a0da89514cf755f5be843cf537b8dab2c.pdf', 'checksum': 'af0d1ce7ef5bfb3414399e5a4223caae', 'status': 'downloaded'}]",55.15.01,affairs/ow/55.15.0128.05.2015_Anfrage_Wahlverfahren_Kantonsrat.pdf,Max Rötheli,,Anfrage betreffend Wahlverfahren Kantonsrat
,03.09.2015,https://www.ow.ch/dl.php/de/ax-57187af68b01d/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-57187af68b01d/Antwort_des_Regierungsrats.pdf', 'path': 'full/e095f7e3c1798ac3b4859c02b58c9118d20a75f9.pdf', 'checksum': 'c953b386bda10a2808b1c06cd27559d4', 'status': 'downloaded'}]",54.15.08,affairs/ow/54.15.0803.09.2015_Antwort_des_Regierungsrats.pdf,Christoph von Rotz,02.12.2015 - 03.12.2015 - Kantonsratssitzung,Interpellation betreffend die Einbürgerung wird zur Farce
,03.09.2015,https://www.ow.ch/dl.php/de/ax-56653cdc6aa42/Bericht_Auswirkungen_Steuerstrategie_Raumentwicklung_-_Antrag_parlamentarische_Anmerkungen_vorberatende_Kommission.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56653cdc6aa42/Bericht_Auswirkungen_Steuerstrategie_Raumentwicklung_-_Antrag_parlamentarische_Anmerkungen_vorberatende_Kommission.pdf', 'path': 'full/152d914a08cad8059694f6af5332dbd0edc3f238.pdf', 'checksum': 'b585720950cdddc57eb88e4843b527db', 'status': 'downloaded'}]",32.15.04,affairs/ow/32.15.0403.09.2015_Bericht_Auswirkungen_Steuerstrategie_Raumentwicklung_-_Antrag_parlamentarische_Anmerkungen_vorberatende_Kommission.pdf,Hans-Melk Reinhard,03.09.2015 - Kantonsratssitzung,Motion betreffend Auswirkungen der Steuerstrategie auf die Raumentwicklung und den Verkehr in Obwalden
,22.10.2015,https://www.ow.ch/dl.php/de/ax-57187af524999/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-57187af524999/Antwort_des_Regierungsrats.pdf', 'path': 'full/730bbda1d3c03456845be70362ea0a5ebe371b2e.pdf', 'checksum': '704697fbcdb23bdde92788686be03861', 'status': 'downloaded'}]",54.15.09,affairs/ow/54.15.0922.10.2015_Antwort_des_Regierungsrats.pdf,Peter Wälti,02.12.2015 - 03.12.2015 - Kantonsratssitzung,Interpellation betreffend Bauen ausserhalb der Bauzone: Gleiche Praxis für Ferien- und Wohnhäuser
,22.10.2015,https://www.ow.ch/dl.php/de/ax-56af10f3ee395/KRB_Endversion.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56af10f3ee395/KRB_Endversion.pdf', 'path': 'full/9770f22463d668dc4619360a441982f6700a9227.pdf', 'checksum': '52a5c734526121deb0b5f0b0db9f8fff', 'status': 'downloaded'}]",52.15.02 / 52.15.03,affairs/ow/52.15.02 / 52.15.0322.10.2015_KRB_Endversion.pdf,Markus Ettlin,22.10.2015 - Kantonsratssitzung (in Engelberg),"Volksmotionen  betreffend ""Änderung des Gesetzes über das Campieren"":"
,03.09.2015,https://www.ow.ch/dl.php/de/ax-56e6b65d9fcc2/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-56e6b65d9fcc2/Antwort_des_Regierungsrats.pdf', 'path': 'full/5cadef6648e46a21f5d1bfe46edf37e485b0c067.pdf', 'checksum': '933b8637bf48805e9a02acd86c000cce', 'status': 'downloaded'}]",54.15.07,affairs/ow/54.15.0703.09.2015_Antwort_des_Regierungsrats.pdf,Monika Rüegger,02.12.2015 - 03.12.2015 - Kantonsratssitzung,"Interpellation betreffend Anfrage zur Asylpraxis und deren finanziellen Folgen für OW, Sozialgelder an Herkunftsstaaten von Asylanten"
,02.12.2015,https://www.ow.ch/dl.php/de/ax-5742c6ec737b6/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5742c6ec737b6/Antwort_des_Regierungsrats.pdf', 'path': 'full/21c41f875954df15d869ec88ee99945a8bf1cb32.pdf', 'checksum': '086ac066dd8cfd400a762b36da8d8036', 'status': 'downloaded'}]",52.15.05,affairs/ow/52.15.0502.12.2015_Antwort_des_Regierungsrats.pdf,Markus Ettlin,10.03.2016 - Kantonsratssitzung,Motion betreffend Überprüfung und Anpassung des Bildungsgesetzes
,03.12.2015,https://www.ow.ch/dl.php/de/ax-5742c6ed2e6c4/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5742c6ed2e6c4/Antwort_des_Regierungsrats.pdf', 'path': 'full/98df1717dfb29f1763f1350bb07eadf1701e326e.pdf', 'checksum': '8e967aea65973b37eeabd6a657a245d0', 'status': 'downloaded'}]",53.15.01,affairs/ow/53.15.0103.12.2015_Antwort_des_Regierungsrats.pdf,Dominik Rohrer,10.03.2016 - Kantonsratssitzung,Postulat betreffend Wasserkaft des Kantons Obwalden
,28.01.2016,https://www.ow.ch/dl.php/de/ax-577bafb73f3d4/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-577bafb73f3d4/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/6aa4ab24a9b33eec5939af74fefeee4cdbd25516.pdf', 'checksum': '73c559dd20d19377603aeb3dadefe5b5', 'status': 'downloaded'}]",54.16.01,affairs/ow/54.16.0128.01.2016_Beantwortung_des_Regierungsrats.pdf,,14.04.2016 - Kantonsratssitzung,Interpellation betreffend Hausärztemangel
,14.04.2016,https://www.ow.ch/dl.php/de/ax-58d9fbc36b664/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc36b664/Antwort_des_Regierungsrats.pdf', 'path': 'full/baf519bcfe7b05872715f49d397e83bad0b5d668.pdf', 'checksum': 'a9bc369428a814ae5e596fff65d8c143', 'status': 'downloaded'}]",54.16.03,affairs/ow/54.16.0314.04.2016_Antwort_des_Regierungsrats.pdf,,01.07.2016 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2016/2017),Interpellation betreffend Effizienssteigerung im Kantonsparlament
,14.04.2016,https://www.ow.ch/dl.php/de/ax-58d9fbbe746cf/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbbe746cf/Antwort_des_Regierungsrats.pdf', 'path': 'full/a8668cc82595dc7311cce7e3e15d7ba5ba0134a1.pdf', 'checksum': 'c126e74714a8ad5db1209036d3f796f1', 'status': 'downloaded'}]",54.16.02,affairs/ow/54.16.0214.04.2016_Antwort_des_Regierungsrats.pdf,,01.07.2016 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2016/2017),Interpellation betreffend Praxis der KESB bei der Entbindung der Pflichten gestützt auf Art. 420 ZGB
,14.04.2016,https://www.ow.ch/dl.php/de/ax-58d9fbc286b53/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc286b53/Antwort_des_Regierungsrats.pdf', 'path': 'full/7bc57ad8746fb9135394a7476d263e9bbceccffc.pdf', 'checksum': 'f32a69eeb8ab37adc6074e63085571ce', 'status': 'downloaded'}]",52.16.01,affairs/ow/52.16.0114.04.2016_Antwort_des_Regierungsrats.pdf,Albert Sigrist,01.07.2016 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2016/2017),Motion betreffend Einführung Streusiedlungszonen
,14.04.2016,https://www.ow.ch/dl.php/de/ax-58d9fbbf67d98/Anfrage_betreffend_Verpflichtungskredit_fuer_das_Projekt_des_A-8_Abschnittes_Giswil-Sued_bis_Lungern-Nord.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbbf67d98/Anfrage_betreffend_Verpflichtungskredit_fuer_das_Projekt_des_A-8_Abschnittes_Giswil-Sued_bis_Lungern-Nord.pdf', 'path': 'full/036a5646c003126494e37e89a1cb2b5e3c2d6d8c.pdf', 'checksum': '9a8ced134efe12d4fb0f4e9b8495db72', 'status': 'downloaded'}]",55.16.01,affairs/ow/55.16.0114.04.2016_Anfrage_betreffend_Verpflichtungskredit_fuer_das_Projekt_des_A-8_Abschnittes_Giswil-Sued_bis_Lungern-Nord.pdf,Guido Cotter,,Anfrage betreffend Verpflichtungskredit für das Projekt des A-8 Abschnittes Giswil-Süd bis Lungern-Nord
,01.07.2016,https://www.ow.ch/dl.php/de/ax-588b28813f9de/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-588b28813f9de/Antwort_des_Regierungsrats.pdf', 'path': 'full/1e4418cec2ffbfc6a8764bba438eae9dfb36ad74.pdf', 'checksum': '1988f858a9f18e32a99ccceb9ec10ca7', 'status': 'downloaded'}]",52.16.03,affairs/ow/52.16.0301.07.2016_Antwort_des_Regierungsrats.pdf,,26.10.2016 - Kantonsratssitzung,Motion betreffend Übergangsfrist für die Inkraftsetzung der neuen Praxisregeln zu Art. 24c RPG
,20.05.2016,https://www.ow.ch/dl.php/de/ax-58d9fbc06a901/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc06a901/Antwort_des_Regierungsrats.pdf', 'path': 'full/3588879c1c39b2eaf5b52750d4a9613c665ce53d.pdf', 'checksum': '74a0ec5f688769aa9f42d88ccb326c62', 'status': 'downloaded'}]",54.16.04,affairs/ow/54.16.0420.05.2016_Antwort_des_Regierungsrats.pdf,Peter Seiler,01.07.2016 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2016/2017),Interpellation betreffend Bewilligungspraxis von altrechtlichen Wohnbauten ausserhalb der Bauzone
,19.05.2016,https://www.ow.ch/dl.php/de/ax-58d9fbc2231d2/Anfrage_Schulgutsbetrieb_Giswil.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc2231d2/Anfrage_Schulgutsbetrieb_Giswil.pdf', 'path': 'full/dcb980dc315127fb36c46390cd7472c84657dd1c.pdf', 'checksum': '1251188fab58a115731413a717f0b662', 'status': 'downloaded'}]",55.16.02,affairs/ow/55.16.0219.05.2016_Anfrage_Schulgutsbetrieb_Giswil.pdf,Peter Wälti,,Anfrage betreffend Schulgutsbetrieb Giswil
,01.07.2016,https://www.ow.ch/dl.php/de/ax-588b2881a3d98/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-588b2881a3d98/Antwort_des_Regierungsrats.pdf', 'path': 'full/96055d1b4e464c467bf9201a4bd80979e41c10ed.pdf', 'checksum': '33afceaf14a88dc728d85178ad746c71', 'status': 'downloaded'}]",52.16.02,affairs/ow/52.16.0201.07.2016_Antwort_des_Regierungsrats.pdf,Monika Rüegger,26.10.2016 - Kantonsratssitzung,Motion betreffend Praxis der KESB betreffend der gänzlichen Entbindung der Pflichten gemäss Art. 420 ZGB
,26.10.2016,https://www.ow.ch/dl.php/de/ax-592fd8700863c/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-592fd8700863c/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/f6489f1e417224b872698f38064e80c70ad13178.pdf', 'checksum': '43821864c42cf92d9136a1f72de69668', 'status': 'downloaded'}]",52.16.05,affairs/ow/52.16.0526.10.2016_Beantwortung_des_Regierungsrats.pdf,Marcel Jöri-Wallimann,26.01.2017 - Kantonsratssitzung,Motion betreffend Erhöhung der Kinder- und Ausbildungszulagen - CVP- Fraktion
,08.09.2016,https://www.ow.ch/dl.php/de/ax-58da14baf0c7d/Beantwortung_des_Regierunsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58da14baf0c7d/Beantwortung_des_Regierunsrats.pdf', 'path': 'full/6022d42e6d1ffb8cb72162362bdafc0b4125f02f.pdf', 'checksum': '881fd5057d7be34939021510e7a35017', 'status': 'downloaded'}]",54.16.05,affairs/ow/54.16.0508.09.2016_Beantwortung_des_Regierunsrats.pdf,Walter Wyrsch,01.12.2016 - 02.12.2016 - Kantonsratssitzung,Interpellation betreffend hindernisfreies Bauen
,08.09.2016,https://www.ow.ch/dl.php/de/ax-58d9fbbaec7ac/IGPK-Bericht_ZBSA_2015.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbbaec7ac/IGPK-Bericht_ZBSA_2015.pdf', 'path': 'full/7eedbff9d30633eb56fa3aefa8677cdd855e1a52.pdf', 'checksum': 'e393bda313c0a7e24b5c282775c4873f', 'status': 'downloaded'}]",32.16.08,affairs/ow/32.16.0808.09.2016_IGPK-Bericht_ZBSA_2015.pdf,Hubert Schumacher,08.09.2016 - Kantonsratssitzung,Kenntnisnahme des Geschäftsberichts der Interparlamentarischen Geschäftsprüfungskommission Zentralschweizer BVG- und Stiftungsaufsichten (ZBSA) 2015
,26.10.2016,https://www.ow.ch/dl.php/de/ax-592fd87400e1b/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-592fd87400e1b/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/d8045d1b97691e3a340fc053a23685196442e1c4.pdf', 'checksum': 'cd5e593766dff390b0bec076d97edb07', 'status': 'downloaded'}]",52.16.08,affairs/ow/52.16.0826.10.2016_Beantwortung_des_Regierungsrats.pdf,Adrian Haueter-Zumbühl,26.01.2017 - Kantonsratssitzung,Motion betreffend Aufhebung der Begrenzung des Dienstverhältnisses auf maximal zwei Jahre über die AHV-Altersgrenze
,26.10.2016,https://www.ow.ch/dl.php/de/ax-592fd8714fbc5/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-592fd8714fbc5/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/273d21817bfb15f3d867d35b6c06dce92eb49b22.pdf', 'checksum': '755c260331c04a0600e31e9a059475f4', 'status': 'downloaded'}]",52.16.06,affairs/ow/52.16.0626.10.2016_Beantwortung_des_Regierungsrats.pdf,Walter Wyrsch,26.01.2017 - Kantonsratssitzung,Motion betreffend flugfreie Sonntage auf dem Flugplatz Kägiswil
,26.10.2016,https://www.ow.ch/dl.php/de/ax-592fd86e7f69b/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-592fd86e7f69b/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/0d2f16d8e26ef37b8ecf718c6b6535b1fcc83a32.pdf', 'checksum': '168b6821b8371033bcc852e1c27b9e19', 'status': 'downloaded'}]",52.16.04,affairs/ow/52.16.0426.10.2016_Beantwortung_des_Regierungsrats.pdf,Ambros Albert-Kathriner,26.01.2017 - Kantonsratssitzung,Motion betreffend Erhöhung Kinder- und Ausbildungszulagen
,26.10.2016,https://www.ow.ch/dl.php/de/ax-5ceb7b2ef1c7b/Anhang_1_Motion_betreffend_Rechtsmittelfrist_in_kantonalen_Verfahrensfragen.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5ceb7b2ef1c7b/Anhang_1_Motion_betreffend_Rechtsmittelfrist_in_kantonalen_Verfahrensfragen.pdf', 'path': 'full/15bb12db3cd08d4eba38871c0771936d8d2eda0b.pdf', 'checksum': 'b7111cdfdac8cfd856d41fc6b264b1b4', 'status': 'downloaded'}]",52.16.07,affairs/ow/52.16.0726.10.2016_Anhang_1_Motion_betreffend_Rechtsmittelfrist_in_kantonalen_Verfahrensfragen.pdf,Branko Balaban,26.01.2017 - Kantonsratssitzung,Motion betreffend Rechtsmittelfrist in kantonalen Verwaltungsverfahren
,26.01.2017,https://www.ow.ch/dl.php/de/ax-5959e6b5a70b3/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5959e6b5a70b3/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/96236d5156021b8f67e0e016888b73f34ffffc4a.pdf', 'checksum': '2df7e0f61f2938fd5487e25dcf15ab31', 'status': 'downloaded'}]",54.17.02,affairs/ow/54.17.0226.01.2017_Beantwortung_des_Regierungsrats.pdf,Peter Wälti,24.03.2017 - Kantonsratssitzung,Interpellation betreffend Zentrumsüberbauung Sarnen; Projektwettbewerb
,01.12.2016,https://www.ow.ch/dl.php/de/ax-5959e6b46f763/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5959e6b46f763/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/1fd703855ad881d1d840284c03c3c5c28f41a181.pdf', 'checksum': 'a89b4e1fc6df0980476265ffb602af53', 'status': 'downloaded'}]",53.16.01,affairs/ow/53.16.0101.12.2016_Beantwortung_des_Regierungsrats.pdf,Max Rötheli,24.03.2017 - Kantonsratssitzung,Postulat betreffend Poststellenschliessungen
,01.12.2016,https://www.ow.ch/dl.php/de/ax-592fd874418b3/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-592fd874418b3/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/bae05394dc9e2baea046d80acfc690da7323d847.pdf', 'checksum': '09492f074ac3271c593834bc0cd9422a', 'status': 'downloaded'}]",54.16.06,affairs/ow/54.16.0601.12.2016_Beantwortung_des_Regierungsrats.pdf,,26.01.2017 - Kantonsratssitzung,Interpellation betreffend Lohnnebenleistungen und Privilegien des Staatspersonals des Kantons Obwalden
,02.12.2016,https://www.ow.ch/dl.php/de/ax-5959e6b42dc5d/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5959e6b42dc5d/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/9ec8fa8632f65b8af217c9a83ba673e01d0e8ba9.pdf', 'checksum': '101d90799817d9df38ccd83e0cc1f980', 'status': 'downloaded'}]",52.16.09,affairs/ow/52.16.0902.12.2016_Beantwortung_des_Regierungsrats.pdf,Max Rötheli,24.03.2017 - Kantonsratssitzung,Motion betreffend Zusammensetzung der Ratsleitung
,26.01.2017,https://www.ow.ch/dl.php/de/ax-59b15b4738a16/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-59b15b4738a16/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/8dafea5f412aa4094a367a921fb426a4637614fd.pdf', 'checksum': '697c0278ba2a7c46e2e925a93216a4ad', 'status': 'downloaded'}]",52.17.01,affairs/ow/52.17.0126.01.2017_Beantwortung_des_Regierungsrats.pdf,Ambros Albert-Kathriner,31.05.2017 - 01.06.2017 - Kantonsratssitzung,"Motion betreffend neues Schlachthaus auf dem Gelände des Werkhofes Foribach, Parzelle 4424, Sarnen"
,26.01.2017,https://www.ow.ch/dl.php/de/ax-5959e6b55d055/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5959e6b55d055/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/652315c0c6e8c51b3dc3e574a20d9c86741b229c.pdf', 'checksum': '6d1bcbaf6692db5f0cc725535b23a384', 'status': 'downloaded'}]",54.17.01,affairs/ow/54.17.0126.01.2017_Beantwortung_des_Regierungsrats.pdf,Cornelia Kaufmann-Hurschler,24.03.2017 - Kantonsratssitzung,Interpellation betreffend Fussgängerstreifen in Tempo-30-Zonen
,24.03.2017,https://www.ow.ch/dl.php/de/ax-5a0008ea79040/Beantwortung_des_Regierungsrat.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5a0008ea79040/Beantwortung_des_Regierungsrat.pdf', 'path': 'full/22f747c4f2df85f76013c2b6c5670fa8e3182777.pdf', 'checksum': '5609b36fdd42df917dc7f7f636f48ce1', 'status': 'downloaded'}]",53.17.01,affairs/ow/53.17.0124.03.2017_Beantwortung_des_Regierungsrat.pdf,Hubert Schumacher,30.06.2017 - Kantonsratssitzung (Eröffnungssitzung Amtsjahr 2017/2018),Postulat betreffend Befreiung von der Feuerwehrersatzabgabe für Angehörige von Rettungs- und Nothilfeorganisationen
,24.03.2017,https://www.ow.ch/dl.php/de/ax-59b15b480dcad/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-59b15b480dcad/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/98ef02d803872d0419cc5e9a812632f50615d205.pdf', 'checksum': '3b58a3975ddc50f9fb9b406925f94780', 'status': 'downloaded'}]",52.17.02,affairs/ow/52.17.0224.03.2017_Beantwortung_des_Regierungsrats.pdf,,31.05.2017 - 01.06.2017 - Kantonsratssitzung,Motion betreffend Besetzung der Rechtspflegekommission: Beschränkung der Anzahl von praktizierenden Anwältinnen und Anwälten
,24.03.2017,https://www.ow.ch/dl.php/de/ax-59b15b48bd2c3/Beantwortung_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-59b15b48bd2c3/Beantwortung_des_Regierungsrats.pdf', 'path': 'full/ff4136bde11e3fee406712a798c9b5b00416ab08.pdf', 'checksum': '91f4f76e94e898827ee2249fcdaafff9', 'status': 'downloaded'}]",54.17.03,affairs/ow/54.17.0324.03.2017_Beantwortung_des_Regierungsrats.pdf,Markus Ettlin,31.05.2017 - 01.06.2017 - Kantonsratssitzung,Interpellation betreffend der geplanten Steuergesetzrevision - Begrenzung Fahrkostenabzug
