affair_type,date,file_urls,files,identifier,path,politican,session,title
,13.09.2012,https://www.ow.ch/dl.php/de/4fa7c0d790070/Motion_Baubewilligungsverfahren.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/4fa7c0d790070/Motion_Baubewilligungsverfahren.pdf', 'path': 'full/5642075ed0175822f846277d1518de54cead546a.pdf', 'checksum': '04239fc14d50c073401c14d812addbbc', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Baubewilligungsverfahren.pdf,Peter Wälti,31.05.2012 - Kantonsratssitzung,Motion betreffend Baubewilligungsverfahren
,13.09.2012,https://www.ow.ch/dl.php/de/4ffeb91fb89e9/Interpellation_Belegaerzte.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/4ffeb91fb89e9/Interpellation_Belegaerzte.pdf', 'path': 'full/3bf9972766b2fc731cffb847e1f4485843bca1e0.pdf', 'checksum': 'bc07db689e1311bf91cce0256498e992', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Belegaerzte.pdf,,13.09.2012 - Kantonsratssitzung,Interpellation betreffend mehr Belegärztinnen und Belegärzte am Kantonsspital Obwalden
,24.10.2012,https://www.ow.ch/dl.php/de/4ffeb97c6569a/Interpellation_KS_Unterricht.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/4ffeb97c6569a/Interpellation_KS_Unterricht.pdf', 'path': 'full/c49cfce819015ed89599fa6678ec60024d02705a.pdf', 'checksum': '530159580f77517eddaecae688e49ece', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_KS_Unterricht.pdf,Walter Küchler,13.09.2012 - Kantonsratssitzung,Interpellation betreffend Qualität im Unterricht – „Keine Angaben“
,06.12.2012,https://www.ow.ch/dl.php/de/506047700f926/Interpellation_Einsatzbereitschaft_Kapo.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/506047700f926/Interpellation_Einsatzbereitschaft_Kapo.pdf', 'path': 'full/b211fe5dd68223164816ef384da61a6f786f9349.pdf', 'checksum': '1c533db871e5010376c632814eee4f1a', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Einsatzbereitschaft_Kapo.pdf,,24.10.2012 - Kantonsratssitzung,Interpellation betreffend Einsatzbereitschaft der Kantonspolizei OW
,06.12.2012,https://www.ow.ch/dl.php/de/5093835f3b221/Motion_Kinderbetreuung.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5093835f3b221/Motion_Kinderbetreuung.pdf', 'path': 'full/57c3e8700fed7b43f569672652931f9297861287.pdf', 'checksum': '537dc82a5c8d1171008f0eda4ee9af45', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Kinderbetreuung.pdf,,06.12.2012 - Kantonsratssitzung,Motion betreffend familienergänzende Betreuung für Kinder ab Kindergartenalter
,31.01.2013,https://www.ow.ch/dl.php/de/509384c66bfe3/Postulat_Fremdsprachen_Mittelstufe.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/509384c66bfe3/Postulat_Fremdsprachen_Mittelstufe.pdf', 'path': 'full/6806140ad41cac9b13e9d308cc6ce957f0c2ddf4.pdf', 'checksum': '3b07b7f96ebc03c17ee4de7e41696caf', 'status': 'downloaded'}]",Postulat,affairs/ow/Postulat_Postulat_Fremdsprachen_Mittelstufe.pdf,Urs Keiser,06.12.2012 - Kantonsratssitzung,Postulat betreffend Fremdsprachenunterricht auf der Mittelstufe
,14.03.2013,https://www.ow.ch/dl.php/de/50e6c71ae0238/Motion_Alterspolitik.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/50e6c71ae0238/Motion_Alterspolitik.pdf', 'path': 'full/a01925bc0e131eb8c1a6a4ac21ca466c9d47fa75.pdf', 'checksum': '4b6e1487e2712c6942b41b6107c113fd', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Alterspolitik.pdf,,31.01.2013 - Kantonsratssitzung,Motion betreffend Alterspolitik in OW - der Kanton übernimmt Verantwortung und erarbeitet eine Gesamtstrategie
,14.03.2013,https://www.ow.ch/dl.php/de/5118c4be84c70/Interpellation_Ausbau_A8.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5118c4be84c70/Interpellation_Ausbau_A8.pdf', 'path': 'full/9ee9d4365dbcf2366eb0b5349a563d9cd8e97ead.pdf', 'checksum': '45ec9f20d7df1245b2fc0df5c0963c29', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Ausbau_A8.pdf,Ruth Koch-Niederberger,14.03.2013 - Kantonsratssitzung,Interpellation betreffend die Auswirkungen des weiteren Ausbaus der A8
,14.03.2013,https://www.ow.ch/dl.php/de/5118c4326863c/Motion_Kindergarten.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5118c4326863c/Motion_Kindergarten.pdf', 'path': 'full/317ecc9f5f1db2f2b75aa16c815dc047b8c4b349.pdf', 'checksum': '598303a11542e74d1da516afaf932c0f', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Kindergarten.pdf,,14.03.2013 - Kantonsratssitzung,Motion betreffend verbindliche Einführung des freiwilligen 2-Jahres Kindergartens für alle Gemeinden im Kanton Obwalden
,19.03.2013,https://www.ow.ch/dl.php/de/ax-58d9fbbebbad8/OKB_Bericht_KR-Fassung.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbbebbad8/OKB_Bericht_KR-Fassung.pdf', 'path': 'full/a9307076a6ec2c97cea803ff6345d6faeac0fd71.pdf', 'checksum': '701d32459d0e07dedcc9e7ec648f7c54', 'status': 'downloaded'}]",33.13.02,affairs/ow/33.13.0219.03.2013_OKB_Bericht_KR-Fassung.pdf,,,Obwaldner Kantonalbank:
,25.04.2013,https://www.ow.ch/dl.php/de/51504408bd4ca/Interpellation_Terminplan_Hochwasserschutz.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/51504408bd4ca/Interpellation_Terminplan_Hochwasserschutz.pdf', 'path': 'full/f10b1d003bbfeb3b79f1a0b9e7d561d07e510487.pdf', 'checksum': '1315d5ff3681170791959bb50ee189e0', 'status': 'downloaded'}]",Bericht und Antrag,affairs/ow/Bericht und Antrag_Interpellation_Terminplan_Hochwasserschutz.pdf,,25.04.2013 - Kantonsratssitzung,Interpellation betreffend Vorgehensweise und Terminplan für den Variantenentscheid des Hochwasserschutzprojekts Sarneraatal
,23.05.2013,https://www.ow.ch/dl.php/de/5187bc30c48e1/Motion_RPK.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5187bc30c48e1/Motion_RPK.pdf', 'path': 'full/f0786454613b79388b0df1fd67f3df7a85bc9f51.pdf', 'checksum': 'd56d89f4b5249c2728b126d5c2b0eaa0', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_RPK.pdf,Albert Sigrist,23.05.2013 - Kantonsratssitzung,Motion betreffend Besetzung der Rechtspflegekommission
,23.05.2013,https://www.ow.ch/dl.php/de/5187bcaaef6c0/Interpellation_Bauen_ausserhalb.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5187bcaaef6c0/Interpellation_Bauen_ausserhalb.pdf', 'path': 'full/fd98ff5ffba32ec81f64b463ca6eff8ab342051e.pdf', 'checksum': '355875c92e9025065c0cd71f97fcb1af', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Bauen_ausserhalb.pdf,,23.05.2013 - Kantonsratssitzung,Interpellation betreffend Bauen ausserhalb der Bauzonen
,28.05.2013,https://www.ow.ch/dl.php/de/51a4ab2d1c936/Interpellation_Volksinitiative_1-12.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/51a4ab2d1c936/Interpellation_Volksinitiative_1-12.pdf', 'path': 'full/4eecd93585dad1132ed020dbe6d189f4a55fea43.pdf', 'checksum': '408b34cecf807d031eb1c61b19a29099', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Volksinitiative_1-12.pdf,,28.06.2013 - Kantonsratssitzung,Interpellation betreffend die Auswirkungen der Annahme der Volksinitiative „1:12 für gerechtere Löhne“ auf den Kanton und die Gemeinden im Kanton Obwalden
,23.05.2013,https://www.ow.ch/dl.php/de/ax-58d9fbc03f624/Anfrage_betreffend_Kontrolltaetigkeit_bezueglich_der_Arbeits-_Lenk-__udn_Ruhezieten.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc03f624/Anfrage_betreffend_Kontrolltaetigkeit_bezueglich_der_Arbeits-_Lenk-__udn_Ruhezieten.pdf', 'path': 'full/0b9d94f502a9a439e184c8e2be2eea663773d06d.pdf', 'checksum': '08e46e1254391d31f918663b3e787408', 'status': 'downloaded'}]",55.13.02,affairs/ow/55.13.0223.05.2013_Anfrage_betreffend_Kontrolltaetigkeit_bezueglich_der_Arbeits-_Lenk-__udn_Ruhezieten.pdf,Eva Morger,,"Anfrage betreffend Kontrolltätigkeit bezüglich der Arbeits-, Lenk- und Ruhezeiten der berufsmässigen Motorfahrzeugführerinnen und-fürher"
,28.06.2013,https://www.ow.ch/dl.php/de/51a4aaa7633be/Interpellation_Hirschschaeden.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/51a4aaa7633be/Interpellation_Hirschschaeden.pdf', 'path': 'full/2d05acd8df49d22abf0d1df2a9e0ed5cd11b2fb0.pdf', 'checksum': '41d9c551a784a18efe26c5d2d9b468bd', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Hirschschaeden.pdf,Ambros Albert-Kathriner,28.06.2013 - Kantonsratssitzung,Interpellation betreffend Schäden durch Hirsche während den Wintermonaten
,28.06.2013,https://www.ow.ch/dl.php/de/51a4aa0f757f3/Motion_Staatsgarantie_Holz.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/51a4aa0f757f3/Motion_Staatsgarantie_Holz.pdf', 'path': 'full/eaf22abac44a6c129eaf95d6b6d8467d806d4e76.pdf', 'checksum': '2de2c04e02093e2388b429159cfd214b', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Staatsgarantie_Holz.pdf,Albert Sigrist,28.06.2013 - Kantonsratssitzung,Motion betreffend Staatsgarantie für Schweizer/Obwaldner Holz
,12.09.2013,https://www.ow.ch/dl.php/de/52247aa199cad/Interpellation_Hochwasser-Regime_Lungerersee.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/52247aa199cad/Interpellation_Hochwasser-Regime_Lungerersee.pdf', 'path': 'full/7ede7ec307184573fbeb1943f89c4fb7b5555343.pdf', 'checksum': 'c1268ca8cf3eea50a6c188df12ecdd3a', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Hochwasser-Regime_Lungerersee.pdf,Max Rötheli,12.09.2013 - Kantonsratssitzung,Interpellation betreffend Hochwasser-Regime Lungerersee
,12.09.2013,https://www.ow.ch/dl.php/de/52247bf71e2ae/Motion_Abstimmungsgesetz.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/52247bf71e2ae/Motion_Abstimmungsgesetz.pdf', 'path': 'full/5a17b12563b8838d6cf8337579c7c32efac4a756.pdf', 'checksum': '2ff671172bbf465c1a544b0be672bb52', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Abstimmungsgesetz.pdf,,12.09.2013 - Kantonsratssitzung,Motion betreffend Änderung des Abstimmungsgesetzes Artikel 33
,12.09.2013,https://www.ow.ch/dl.php/de/51e3bccfe0be3/Motion_Auswirkungen_Steuerstrategie_Antwort.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/51e3bccfe0be3/Motion_Auswirkungen_Steuerstrategie_Antwort.pdf', 'path': 'full/4260f1be6576cb9d14e83853014dcbfba86e23d8.pdf', 'checksum': '18ffbd127e731fa04c414ed7b5b2c603', 'status': 'downloaded'}]",Motion,affairs/ow/Motion_Motion_Auswirkungen_Steuerstrategie_Antwort.pdf,,12.09.2013 - Kantonsratssitzung,Motion betreffend Auswirkungen der Steuerstrategie auf die Raumentwicklung und den Verkehr in Obwalden
,08.03.2013,https://www.ow.ch/dl.php/de/ax-58d9fbaf857ce/Beilage_Rechenschaftsbericht_Aufsichtskommission.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbaf857ce/Beilage_Rechenschaftsbericht_Aufsichtskommission.pdf', 'path': 'full/0c540419bcf3105ecf1ea2e04d52002544176683.pdf', 'checksum': 'd4862ee47e1919f6486fabfb24db0177', 'status': 'downloaded'}]",33.13.03,affairs/ow/33.13.0308.03.2013_Beilage_Rechenschaftsbericht_Aufsichtskommission.pdf,Urs Keiser,,Kantonsspital:
,24.10.2013,https://www.ow.ch/dl.php/de/524577842c34f/Interpellation_Kostenverteilung_Hochwassersicherheit.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/524577842c34f/Interpellation_Kostenverteilung_Hochwassersicherheit.pdf', 'path': 'full/360581376ab58ab8e58fd2955045bc9ee0cead0b.pdf', 'checksum': '0136bb4f7ecc9ec54db854aa8b4efd84', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Kostenverteilung_Hochwassersicherheit.pdf,,24.10.2013 - Kantonsratssitzung,Interpellation betreffend Kostenverteilung und Unterhalt im Gesetz über die Regelung der Abflussverhältnisse des Sarnersees zur Hochwassersicherheit des Sarneraatals
,05.12.2013,https://www.ow.ch/dl.php/de/52779bcdc3562/Interpellation_Hochwasserschutz.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/52779bcdc3562/Interpellation_Hochwasserschutz.pdf', 'path': 'full/960554186fee0a16171b9cc8d074256043a3f967.pdf', 'checksum': 'fa4693a0beeceed5bee10e1c190911be', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Hochwasserschutz.pdf,,05.12.2013 - Kantonsratssitzung,"Interpellation betreffend ""Scheitert die Realisierung des Hochwasserschutz Projekt Sarneraatal jetzt an der Finanzierung?"""
,05.12.2013,https://www.ow.ch/dl.php/de/ax-53f59af217ea4/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53f59af217ea4/Antwort_des_Regierungsrats.pdf', 'path': 'full/6cc9cbd1e6fa5a06188674fa35760566171d800a.pdf', 'checksum': '1c04224ce209bd170f5ad98dd6eb5844', 'status': 'downloaded'}]",53.13.02,affairs/ow/53.13.0205.12.2013_Antwort_des_Regierungsrats.pdf,Ambros Albert-Kathriner,20.03.2014 - Kantonsratssitzung,Postulat betreffend für eine sinnvolle Verwertung von Schwemmholz
,05.12.2013,https://www.ow.ch/dl.php/de/ax-531df00c7cb7f/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-531df00c7cb7f/Antwort_des_Regierungsrats.pdf', 'path': 'full/4ab6b142f795ec3c6e6d830d28dedf320c0e1475.pdf', 'checksum': 'cb635a3ab85178e170549e0da60b92b3', 'status': 'downloaded'}]",54.13.12,affairs/ow/54.13.1205.12.2013_Antwort_des_Regierungsrats.pdf,,30.01.2014 - Kantonsratssitzung,Interpellation betreffend sanierte Schwanderstrasse - ein Flickwerk mit Steuergeldern?
,05.12.2013,https://www.ow.ch/dl.php/de/529356c9e326b/Interpellation_Fruhfranzosisch.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/529356c9e326b/Interpellation_Fruhfranzosisch.pdf', 'path': 'full/a84d338e6ce75a9047196cb1c3ab3d87ecbb28c2.pdf', 'checksum': '8dabf82b3188f4c8401a0fa7b2b6004a', 'status': 'downloaded'}]",Interpellation,affairs/ow/Interpellation_Interpellation_Fruhfranzosisch.pdf,Urs Keiser,05.12.2013 - Kantonsratssitzung,Interpellation betreffend Frühfranzösisch: Was macht der Kanton Obwalden?
,05.12.2013,https://www.ow.ch/dl.php/de/ax-531df00b46d93/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-531df00b46d93/Antwort_des_Regierungsrats.pdf', 'path': 'full/a3dd276602a3f9cd4415a2e42bbc73376a9b0c31.pdf', 'checksum': '552ec5c91deb8a57ee51e22642321e1f', 'status': 'downloaded'}]",54.13.10,affairs/ow/54.13.1005.12.2013_Antwort_des_Regierungsrats.pdf,,30.01.2014 - Kantonsratssitzung,Interpellation betreffend Schliessung Schiessplatz und Truppenlager Glaubenberg
,05.12.2013,https://www.ow.ch/dl.php/de/ax-531df0034775c/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-531df0034775c/Antwort_des_Regierungsrats.pdf', 'path': 'full/b547fcd5de96cbeef3fddadf924cbb81057938c0.pdf', 'checksum': '429e08e4248178b7c0fb8aed061782a8', 'status': 'downloaded'}]",54.13.11,affairs/ow/54.13.1105.12.2013_Antwort_des_Regierungsrats.pdf,Hubert Schumacher,30.01.2014 - Kantonsratssitzung,Interpellation betreffend angekündigte Aufgabe des Ausbildungsstandortes und Truppenlagers Langis-Glaubenberg durch den Bund per 2017
,05.12.2013,https://www.ow.ch/dl.php/de/5277939935da2/Motion__Massnahmen_A8.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/5277939935da2/Motion__Massnahmen_A8.pdf', 'path': 'full/5a2ba08a1a123d8c89e5c0a1fdee637e3cb8bec3.pdf', 'checksum': 'd1773eb80093b802850b22136a1807c7', 'status': 'downloaded'}]",Bericht und Antrag,affairs/ow/Bericht und Antrag_Motion__Massnahmen_A8.pdf,,05.12.2013 - Kantonsratssitzung,Motion betreffend Massnahmen gegen zusätzliche Todesopfer auf der Nationalstrasse A8 (Abschnitt Sarnen Nord/Alpnachstad)
,30.01.2014,https://www.ow.ch/dl.php/de/ax-53b15fa9e4374/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53b15fa9e4374/Antwort_des_Regierungsrats.pdf', 'path': 'full/fc8e4fb70cabe864426275cfc2256df0494f09be.pdf', 'checksum': '5989c333da12418161da89ce3189f647', 'status': 'downloaded'}]",52.14.01,affairs/ow/52.14.0130.01.2014_Antwort_des_Regierungsrats.pdf,Albert Sigrist,16.04.2014 - Kantonsratssitzung,Motion betreffend KAP (Konsolidierungs- und Aufgabenüberprüfungspaket) 2014
,30.01.2014,https://www.ow.ch/dl.php/de/ax-53b15fa84b689/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53b15fa84b689/Antwort_des_Regierungsrats.pdf', 'path': 'full/239f456fdf98f6b66565c99297212a36149377d6.pdf', 'checksum': 'fad4ed5925c1d43010d1499d08878699', 'status': 'downloaded'}]",54.14.01,affairs/ow/54.14.0130.01.2014_Antwort_des_Regierungsrats.pdf,,16.04.2014 - Kantonsratssitzung,Interpellation betreffend Verlegung kleine Melchaa
,30.01.2014,https://www.ow.ch/dl.php/de/ax-531df0046535c/Bericht.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-531df0046535c/Bericht.pdf', 'path': 'full/8668b7947ff407089b386d5c7ac46f7e75f78a63.pdf', 'checksum': 'cae17bd676c68fb884f26b660a88581b', 'status': 'downloaded'}]",34.13.05,affairs/ow/34.13.0530.01.2014_Bericht.pdf,Hubert Schumacher,30.01.2014 - Kantonsratssitzung,"Engelbergerstrasse, Ersatz Zentralbahnüberführung, Abschnitt Grünenwald, Gemeinde Engelberg"
,20.03.2014,https://www.ow.ch/dl.php/de/ax-53ad4f12843e3/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53ad4f12843e3/Antwort_des_Regierungsrats.pdf', 'path': 'full/805259361a7bdf35591b45a889c9395eb83778ce.pdf', 'checksum': 'a893109f9ec6b3b68d090c4527a54045', 'status': 'downloaded'}]",54.14.02,affairs/ow/54.14.0220.03.2014_Antwort_des_Regierungsrats.pdf,Beilage 6 Schematische Darstellung des Durchgangsverkehrs 2012 N8,27.06.2014 - Kantonsratssitzung (Eröffnungssitzung der Amtsdauer 2014 bis 2018),Interpellation betreffend Umfahrung Kaiserstuhl
,20.03.2014,https://www.ow.ch/dl.php/de/ax-53f59af8796db/Anhang.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53f59af8796db/Anhang.pdf', 'path': 'full/f653c8671644fb7a8703b3c807239c1e6a834eaf.pdf', 'checksum': '0715a1b73e63b3e263ee26c08ab6d542', 'status': 'downloaded'}]",23.14.01,affairs/ow/23.14.0120.03.2014_Anhang.pdf,,20.03.2014 - Kantonsratssitzung,Kantonsratsbeschluss über den Anspruch auf Prämienverbilligung 2014
,20.03.2014,https://www.ow.ch/dl.php/de/ax-5461c269c1e51/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5461c269c1e51/Antwort_des_Regierungsrats.pdf', 'path': 'full/f1a6795c8de9a6533bf767b3b1435e301fa46db9.pdf', 'checksum': 'f093695c2f3ef94c0c476a5ea48ca04b', 'status': 'downloaded'}]",52.14.02,affairs/ow/52.14.0220.03.2014_Antwort_des_Regierungsrats.pdf,,21.05.2014 - Kantonsratssitzung,Motion betreffend Naturgefahrenfonds Obwalden
,16.04.2014,https://www.ow.ch/dl.php/de/ax-53ad4f08f3031/Anntwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53ad4f08f3031/Anntwort_des_Regierungsrats.pdf', 'path': 'full/2c8ec1d26c1c8615187b75336b0cc528502e5ee0.pdf', 'checksum': 'fa2e92bf40ff47d5daffc660f1387150', 'status': 'downloaded'}]",52.14.04,affairs/ow/52.14.0416.04.2014_Anntwort_des_Regierungsrats.pdf,Peter Seiler,27.06.2014 - Kantonsratssitzung (Eröffnungssitzung der Amtsdauer 2014 bis 2018),Motion betreffend Änderung des Konkordatsvertrages des Laboratoriums der Urkantone
,16.04.2014,https://www.ow.ch/dl.php/de/ax-53ad4f0a204b6/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53ad4f0a204b6/Antwort_des_Regierungsrats.pdf', 'path': 'full/183aa51557ab0276655cbb5be6286aae62ae6f4b.pdf', 'checksum': 'c64020f52209fda80a83eb4003876682', 'status': 'downloaded'}]",52.14.03,affairs/ow/52.14.0316.04.2014_Antwort_des_Regierungsrats.pdf,,27.06.2014 - Kantonsratssitzung (Eröffnungssitzung der Amtsdauer 2014 bis 2018),"Motion betreffend Hochwasserschutzprojekt Sarneraa, Gemeinde Alpnach"
,16.04.2014,https://www.ow.ch/dl.php/de/ax-53ad4f0719de2/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53ad4f0719de2/Antwort_des_Regierungsrats.pdf', 'path': 'full/ef3ffb4f617568837d78ccb3bbb6183dbdb7708a.pdf', 'checksum': 'e3b8699be722be0469f06f51e9d109f5', 'status': 'downloaded'}]",54.14.03,affairs/ow/54.14.0316.04.2014_Antwort_des_Regierungsrats.pdf,Ruth Koch-Niederberger,27.06.2014 - Kantonsratssitzung (Eröffnungssitzung der Amtsdauer 2014 bis 2018),Interpellation betreffend die Situation für Menschen mit Beeinträchtigung nach Einführung der NFA
,21.05.2014,https://www.ow.ch/dl.php/de/ax-53ad4f034bd36/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-53ad4f034bd36/Antwort_des_Regierungsrats.pdf', 'path': 'full/e9435ab455e4027ebd036ec5b162f07ec0d141fd.pdf', 'checksum': 'ab7cefb77e9d8207c3fee1872a475cfc', 'status': 'downloaded'}]",54.14.04,affairs/ow/54.14.0421.05.2014_Antwort_des_Regierungsrats.pdf,Hans-Melk Reinhard,27.06.2014 - Kantonsratssitzung (Eröffnungssitzung der Amtsdauer 2014 bis 2018),Interpellation betreffend Nationale Schneesportzentrum Engelberg
,27.06.2014,https://www.ow.ch/dl.php/de/ax-545b38f717e71/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-545b38f717e71/Antwort_des_Regierungsrats.pdf', 'path': 'full/98a3aa31e05aeb343e8404d82d9d07b690cd095d.pdf', 'checksum': 'e4b0aa50ffb094fb9a1ad20a373363cd', 'status': 'downloaded'}]",54.14.06,affairs/ow/54.14.0627.06.2014_Antwort_des_Regierungsrats.pdf,Ambros Albert-Kathriner,11.09.2014 - Kantonsratssitzung,Interpellation betreffend Massnahmen gegen Hundekot und Aludosen im Wiesland
,27.06.2014,https://www.ow.ch/dl.php/de/ax-54ca2f3f0409b/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-54ca2f3f0409b/Antwort_des_Regierungsrats.pdf', 'path': 'full/06d6823e468b179ae73a48358191f8ee98bbdeed.pdf', 'checksum': '90223cd2deaf926172919cac733f3573', 'status': 'downloaded'}]",54.14.05,affairs/ow/54.14.0527.06.2014_Antwort_des_Regierungsrats.pdf,Urs Keiser,23.10.2014 - Kantonsratssitzung,Interpellation betreffend Stand Radwegkonzept
,11.09.2014,https://www.ow.ch/dl.php/de/ax-545b38f40595c/Bericht.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-545b38f40595c/Bericht.pdf', 'path': 'full/e58c958edd638f88fa60132cd23ce2aa1c722d19.pdf', 'checksum': 'b3c89f63bfa4fe294ba4c769d72bc27f', 'status': 'downloaded'}]",34.14.04,affairs/ow/34.14.0411.09.2014_Bericht.pdf,Urs Keiser,11.09.2014 - Kantonsratssitzung,Objektkredit für die Grundwassernutzung für den Ersatz der Kälteversorgung des Kantonsspitals in Sarnen
,23.10.2014,https://www.ow.ch/dl.php/de/ax-5502a78313d3d/Antwort_des_Regierungsrats.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-5502a78313d3d/Antwort_des_Regierungsrats.pdf', 'path': 'full/c27b7b18cbcd7c7e0d09152c16ce489e91969605.pdf', 'checksum': 'b9c92c783f116899fef9486d89e18d73', 'status': 'downloaded'}]",54.14.07,affairs/ow/54.14.0723.10.2014_Antwort_des_Regierungsrats.pdf,Peter Seiler,04.12.2014 - Kantonsratssitzung,Interpellation betreffend Baukultur in Obwalden
,11.09.2014,https://www.ow.ch/dl.php/de/ax-58d9fbb608b6d/Anfrage_betreffend_Motion_KAP_2014.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbb608b6d/Anfrage_betreffend_Motion_KAP_2014.pdf', 'path': 'full/c718fab76dfa7ff0474ed183a2c8439e85dc2aa2.pdf', 'checksum': '2994c25a806d7ed8776f855f4265f9fe', 'status': 'downloaded'}]",55.14.01,affairs/ow/55.14.0111.09.2014_Anfrage_betreffend_Motion_KAP_2014.pdf,Albert Sigrist,,"Anfrage betreffend ""Was passiert mit der Motion KAP 2014?"""
,23.10.2014,https://www.ow.ch/dl.php/de/ax-58d9fbc57806a/Anfrage_Beteiligung_Kanton_Swissgrid.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-58d9fbc57806a/Anfrage_Beteiligung_Kanton_Swissgrid.pdf', 'path': 'full/9b63ce295900525584831082cbe953b4b22d00b1.pdf', 'checksum': 'd0ac217532e2d0e3ee31ee6b5608748d', 'status': 'downloaded'}]",55.14.02,affairs/ow/55.14.0223.10.2014_Anfrage_Beteiligung_Kanton_Swissgrid.pdf,Dominik Rohrer,,Anfrage betreffend Beteilung des Kantons an Swissgrid
,23.10.2014,https://www.ow.ch/dl.php/de/ax-54ca2f3f88db8/Botschaft.pdf,"[{'url': 'https://www.ow.ch/dl.php/de/ax-54ca2f3f88db8/Botschaft.pdf', 'path': 'full/6b7b6c189ef32037f53c19044c2a7455883ed580.pdf', 'checksum': '2d6d2cacb144d9a9814e491f55c5c3c5', 'status': 'downloaded'}]",22.14.04,affairs/ow/22.14.0423.10.2014_Botschaft.pdf,Markus Ettlin,23.10.2014 - Kantonsratssitzung,Gesetz über das Campieren
